clock,lat,lon,alt
1477388642.780591726,56.0661995582,8.38860577355,59.1964770976
1477388642.806529284,56.0662001164,8.38860599499,59.195622948
1477388642.838361025,56.0662007991,8.38860628509,59.1942871764
1477388642.882406473,56.0662017399,8.38860671361,59.1923838357
1477388642.906144142,56.0662022442,8.38860696259,59.1914436998
1477388642.923251390,56.0662026076,8.38860714224,59.1907641496
1477388642.980832338,56.0662038399,8.38860768691,59.1881025598
1477388643.008895636,56.0662042057,8.38860789133,59.1879864715
1477388643.080624104,56.066205724,8.38860855107,59.1853654166
1477388643.105241537,56.0662062428,8.38860879242,59.1845949799
1477388643.181759357,56.0662078516,8.38860956416,59.1819756333
1477388643.223004103,56.0662088888,8.38861050683,59.1788514208
1477388643.237849951,56.0662092056,8.38861065089,59.1783546922
1477388643.280856133,56.0662101527,8.38861088097,59.1778006079
1477388643.306524992,56.0662107021,8.38861111756,59.1769447662
1477388643.330665588,56.0662112164,8.38861135709,59.1761893193
1477388643.370917559,56.0662120712,8.38861177322,59.174664092
1477388643.443264723,56.0662136049,8.38861253739,59.1716000687
1477388643.480639696,56.0662144003,8.3886129115,59.170096814
1477388643.504215240,56.0662149032,8.38861313993,59.1691864012
1477388643.540314436,56.0662156042,8.38861340825,59.1696718082
1477388643.580716133,56.0662166286,8.38861395271,59.1674155722
1477388643.602977037,56.066217106,8.38861416974,59.1665380418
1477388643.637602091,56.0662178466,8.38861452167,59.1650130629
1477388643.680821419,56.0662187441,8.38861494544,59.1642379737
1477388643.706626892,56.0662192939,8.38861521609,59.1631199879
1477388643.764987469,56.0662205452,8.38861577547,59.1610409842
1477388643.806248665,56.0662214301,8.38861617,59.1599508119
1477388643.828388214,56.0662214226,8.38861626014,59.1638120076
1477388643.880832434,56.0662225159,8.38861677748,59.1631313109
1477388643.907132149,56.0662237157,8.38861733234,59.1567799714
1477388643.922222376,56.0662240404,8.38861749098,59.1563612743
1477388644.005839825,56.0662258504,8.38861829985,59.1530713754
1477388644.026971817,56.066226309,8.38861849559,59.1522502919
1477388644.080693245,56.0662271259,8.3886187408,59.1540867546
1477388644.104477167,56.0662276286,8.38861898665,59.1530586824
1477388644.129299641,56.0662283514,8.38861930898,59.1513709005
1477388644.180936575,56.0662294571,8.38861982806,59.1478639388
1477388644.205094099,56.0662299754,8.38862006418,59.1461596874
1477388644.225233078,56.0662304076,8.38862026092,59.144928243
1477388644.282938480,56.0662316463,8.38862082177,59.1416256542
1477388644.331675529,56.0662326931,8.38862129387,59.1405977977
1477388644.380966663,56.0662337583,8.38862175556,59.1418758954
1477388644.437620163,56.0662349743,8.38862231327,59.1413290907
1477388644.481898069,56.0662358465,8.38862270334,59.1432706181
1477388644.502978086,56.066236296,8.38862291814,59.1432939242
1477388644.581688404,56.0662379817,8.38862366763,59.1438570969
1477388644.603256226,56.0662374707,8.38862304619,59.1556846667
1477388644.627403975,56.0662379611,8.38862325997,59.155696635
1477388644.674687147,56.0662389163,8.38862370957,59.1552122858
1477388644.683803558,56.0662401775,8.38862443326,59.1427341633
1477388644.730966568,56.0662411891,8.38862490247,59.1409964081
1477388644.801773548,56.0662427153,8.38862555481,59.1385060404
1477388644.880871773,56.0662444152,8.38862632295,59.1355713584
1477388644.902314663,56.0662448741,8.38862654478,59.1346822943
1477388644.925453186,56.0662453692,8.38862678438,59.1334946033
1477388644.980880260,56.0662465628,8.38862730933,59.1311899345
1477388645.048396111,56.0662480205,8.38862792017,59.1289419443
1477388645.081022501,56.066248723,8.38862823112,59.1284652006
1477388645.102432728,56.0662491767,8.38862842903,59.1280790819
1477388645.131256580,56.0662497939,8.38862872635,59.1279286873
1477388645.180645466,56.0662508522,8.38862923096,59.1276213373
1477388645.227245808,56.0662518496,8.38862971558,59.1274022113
1477388645.303708792,56.0662533254,8.38863027775,59.1259025582
1477388645.327855110,56.0662538389,8.38863051731,59.1250028854
1477388645.404322386,56.0662554501,8.38863126585,59.1210277336
1477388645.429468393,56.0662559846,8.38863151382,59.1202942588
1477388645.474140167,56.0662569367,8.38863173293,59.1188456257
1477388645.503317118,56.0662576603,8.38863215407,59.1167211708
1477388645.528514147,56.0662582009,8.38863238619,59.1160256646
1477388645.570777416,56.0662591041,8.38863280003,59.1147707457
1477388645.628125191,56.0662602758,8.38863341274,59.1132490231
1477388645.638421535,56.0662604437,8.38863305185,59.1140886759
1477388645.708408594,56.0662619359,8.38863366506,59.112560268
1477388645.731048584,56.0662619074,8.38863422044,59.1144721885
1477388645.806052208,56.0662640091,8.38863508047,59.1084499007
1477388645.869437933,56.0662653551,8.38863571989,59.1075051832
1477388645.880937576,56.0662647913,8.38863543093,59.1144367082
1477388645.928815365,56.0662657715,8.38863583567,59.1139073924
1477388645.972463846,56.0662676107,8.38863673556,59.1035838305
1477388646.028800726,56.0662689265,8.38863731816,59.101095139
1477388646.071055651,56.0662692351,8.38863738706,59.1040221564
1477388646.102251053,56.066269886,8.38863767607,59.1023683964
1477388646.130812407,56.0662708283,8.38863813787,59.0982914023
1477388646.201379538,56.0662725008,8.38863888884,59.0942952476
1477388646.229570150,56.0662731018,8.38863918462,59.093437725
1477388646.264788151,56.0662735526,8.38863933139,59.0955299186
1477388646.303028345,56.0662745529,8.38863986209,59.0927594786
1477388646.331048489,56.066275186,8.38864030292,59.0914930532
1477388646.360409021,56.0662758128,8.38864059444,59.0909089799
1477388646.402676582,56.0662767127,8.38864103035,59.0899410252
1477388646.437148571,56.0662774471,8.38864138315,59.0891081837
1477388646.503067255,56.0662788556,8.38864203056,59.0877614273
1477388646.530230761,56.0662794371,8.38864228994,59.0871015786
1477388646.580961704,56.0662805201,8.38864279598,59.085471198
1477388646.602751970,56.0662809847,8.38864301676,59.0846409675
1477388646.637780190,56.066281676,8.38864326753,59.0839591185
1477388646.680996656,56.0662826547,8.38864344197,59.0822669985
1477388646.730812550,56.0662837237,8.38864388135,59.0802287303
1477388646.731175184,56.0662837315,8.38864388443,59.0802136275
1477388646.763409138,56.0662844245,8.38864415769,59.0788767731
1477388646.837249517,56.0662859998,8.3886448776,59.0758653403
1477388646.873077631,56.066286762,8.3886452422,59.0745568257
1477388646.931430340,56.0662879344,8.38864617072,59.0734084496
1477388646.980839491,56.0662889893,8.38864663934,59.0724616632
1477388647.003051281,56.0662894643,8.38864684481,59.071916597
1477388647.047764540,56.0662904171,8.38864728298,59.0706016495
1477388647.068665981,56.0662908606,8.38864750008,59.069903845
1477388647.132068157,56.0662921654,8.38864814968,59.068590639
1477388647.182266235,56.066293234,8.38864863296,59.0677613176
1477388647.209578753,56.0662938188,8.38864887032,59.0673066566
1477388647.231754065,56.0662937636,8.38864881556,59.07188251
1477388647.281979084,56.0662953804,8.38864988513,59.0645388392
1477388647.334395885,56.0662967351,8.38865061421,59.0614495887
1477388647.334395885,56.0662966458,8.38865006251,59.063766906
1477388647.381997347,56.0662976688,8.38865051696,59.0619926525
1477388647.404829025,56.0662980599,8.38865082801,59.0613160307
1477388647.481057882,56.0662996985,8.38865149791,59.0576734934
1477388647.532184362,56.0663007845,8.3886520395,59.0552696968
1477388647.534441471,56.0663008325,8.38865206325,59.0551731041
1477388647.581203699,56.0663018289,8.38865253941,59.0532026671
1477388647.638958454,56.0663030679,8.38865306883,59.0509018324
1477388647.690379381,56.0663041514,8.38865374978,59.0497855983
1477388647.730179310,56.0663050006,8.38865415089,59.048338958
1477388647.735637665,56.066305231,8.38865426094,59.0481749832
1477388647.772491217,56.0663060206,8.38865464626,59.0469103294
1477388647.835317612,56.0663071334,8.38865529778,59.0475764099
1477388647.837666750,56.0663071833,8.3886553209,59.0475156267
1477388647.875609398,56.0663079899,8.38865569439,59.0464671409
1477388647.930763721,56.0663093161,8.38865642099,59.0440021946
1477388647.935989380,56.0663094274,8.38865647852,59.0438511077
1477388648.003396034,56.0663108596,8.38865695526,59.0430916497
1477388648.047804117,56.0663118121,8.38865738277,59.0413479128
1477388648.081037760,56.0663120177,8.38865730334,59.0448306902
1477388648.131169796,56.0663135663,8.38865830196,59.0395096797
1477388648.134878635,56.066313645,8.38865834351,59.0394582982
1477388648.174122810,56.0663144774,8.38865878334,59.0389270952
1477388648.236554146,56.0663159052,8.38865922739,59.0379262047
1477388648.236554146,56.0663159052,8.38865922739,59.0379262047
1477388648.281116724,56.0663166852,8.38865938907,59.038288515
1477388648.331522942,56.0663177627,8.3886598393,59.0366696644
1477388648.336618900,56.066317871,8.38865988893,59.0365832751
1477388648.403966427,56.0663193033,8.38866054333,59.0358835562
1477388648.438227654,56.0663200314,8.38866087996,59.0354585483
1477388648.473465204,56.0663205847,8.38866174349,59.0353578282
1477388648.504656315,56.0663215761,8.38866173111,59.033053132
1477388648.539875031,56.0663223782,8.38866177285,59.0328785301
1477388648.581105947,56.066323268,8.38866213674,59.0329902011
1477388648.637774706,56.0663244899,8.38866264596,59.0332470204
1477388648.646579504,56.0663245746,8.38866329589,59.0319645941
1477388648.693901539,56.0663255867,8.38866377012,59.0323350978
1477388648.693901539,56.0663255867,8.38866377012,59.0323350978
1477388648.768465757,56.0663272481,8.38866454071,59.0308464136
1477388648.780777693,56.0663269387,8.38866407127,59.0359830248
1477388648.837895155,56.066328137,8.38866453266,59.0359650827
1477388648.837895155,56.0663278217,8.38866465481,59.0364460341
1477388648.868083954,56.0663288893,8.38866425719,58.9805596794
1477388648.902292728,56.0663305356,8.38866609983,58.9434311719
1477388648.937507391,56.0663312211,8.38866610926,58.9456569872
1477388648.980526924,56.0663321452,8.3886665604,58.9352534005
1477388649.004926443,56.0663326732,8.38866678876,58.9291686339
1477388649.047124863,56.0663335852,8.3886671935,58.9185424708
1477388649.069507837,56.0663340684,8.3886674138,58.9129033241
1477388649.101703644,56.0663347635,8.38866773079,58.9048508757
1477388649.138196468,56.0663355483,8.38866811589,58.8961008367
1477388649.180618525,56.0663364605,8.38866856535,58.8859963922
1477388649.236591339,56.066337578,8.38866961418,58.8967890272
1477388649.239745617,56.0663376459,8.3886696463,58.8960574215
1477388649.280992985,56.0663386864,8.38867027558,58.9054982744
1477388649.331049204,56.0663397622,8.38867087677,58.8954742921
1477388649.340086937,56.0663398987,8.38867052871,58.9122813621
1477388649.437192917,56.0663420701,8.38867148887,58.9103540387
1477388649.446753502,56.0663422783,8.38867158323,58.9088130025
1477388649.468641520,56.0663427549,8.38867179937,58.9052628883
1477388649.541113853,56.0663443221,8.38867259321,58.893007335
1477388649.580637693,56.0663451359,8.38867278523,58.9061479222
1477388649.605816603,56.0663456811,8.38867304094,58.9015767537
1477388649.641033173,56.0663463072,8.38867358531,58.9119606384
1477388649.731064558,56.0663484998,8.38867444517,58.9098982221
1477388649.741651535,56.0663487288,8.38867456524,58.9082850095
1477388649.791448593,56.066349587,8.38867454687,58.917364692
1477388649.847792387,56.0663508783,8.38867513378,58.9212746486
1477388649.847792387,56.0663508783,8.38867513378,58.9212775137
1477388649.879823685,56.0663515706,8.3886754535,58.9175836537
1477388649.930280447,56.0663529283,8.38867574174,58.9218918086
1477388649.942403555,56.0663531927,8.38867586973,58.9207132639
1477388649.966547012,56.0663537192,8.38867612485,58.9183705436
1477388650.007806063,56.0663546227,8.38867653815,58.9142814323
1477388650.041015387,56.0663553501,8.38867687115,58.9108833681
1477388650.068966389,56.0663559667,8.38867712039,58.9079772419
1477388650.130853653,56.0663573255,8.38867772316,58.9008264657
1477388650.141394138,56.0663574492,8.38867795954,58.9148434807
1477388650.181682825,56.0663583245,8.38867839078,58.9107417767
1477388650.203409910,56.0663587951,8.38867863233,58.9082154293
1477388650.265792847,56.0663598813,8.38867881617,58.9165821374
1477388650.342163086,56.0663618164,8.38868010366,58.9166493519
1477388650.378636122,56.0663626085,8.38868050621,58.9132055328
1477388650.442018747,56.0663641181,8.38868047699,58.9186554494
1477388650.482092857,56.0663644244,8.38868101444,58.9273614068
1477388650.531482697,56.0663661364,8.38868167802,58.9267685724
1477388650.543026924,56.0663663889,8.38868180906,58.9258241958
1477388650.593987226,56.066367504,8.38868238852,58.9216213371
1477388650.605054617,56.0663672589,8.38868205245,58.9314948286
1477388650.643537283,56.0663683175,8.38868263019,58.9324388876
1477388650.681163549,56.0663691395,8.38868298489,58.9297031987
1477388650.731484890,56.0663702403,8.38868345029,58.925893909
1477388650.743896723,56.0663707485,8.38868385401,58.9287406765
1477388650.782824039,56.066371606,8.38868426005,58.9259418514
1477388650.802646160,56.0663720418,8.38868447356,58.9243904307
1477388650.843914509,56.0663729527,8.38868489516,58.9209680462
1477388650.881218195,56.0663732482,8.38868483545,58.9279874875
1477388650.931026459,56.0663750888,8.38868530821,58.9263182259
1477388650.983217955,56.066376256,8.38868582916,58.9248780908
1477388651.004440308,56.0663763638,8.38868613999,58.9321150035
1477388651.043718815,56.0663772262,8.38868653879,58.9315215932
1477388651.104511023,56.0663785663,8.38868712182,58.9301018598
1477388651.145762205,56.0663796504,8.38868727741,58.931955652
1477388651.179055929,56.0663803903,8.38868759438,58.9314048682
1477388651.202200174,56.0663809445,8.38868743045,58.9344880144
1477388651.244857788,56.0663815059,8.38868821787,58.9379145488
1477388651.304709911,56.0663828119,8.38868879701,58.9363716446
1477388651.346440792,56.0663837213,8.38868921038,58.9350436518
1477388651.438369513,56.066386021,8.3886895727,58.9345673372
1477388651.445122480,56.0663861714,8.38868962806,58.934538629
1477388651.509319305,56.0663875983,8.38869017541,58.9347043053
1477388651.548165560,56.0663884556,8.38869055704,58.9345747269
1477388651.581313372,56.0663891874,8.38869088226,58.9345272431
1477388651.637845755,56.0663904422,8.38869138919,58.9350199627
1477388651.685848713,56.0663915133,8.38869177549,58.9349737045
1477388651.730940342,56.0663910398,8.38869179592,58.9466448492
1477388651.746822834,56.0663929401,8.3886925368,58.9335366411
1477388651.780491352,56.0663936919,8.38869289633,58.932876958
1477388651.835307360,56.0663944795,8.3886930532,58.9354874545
1477388651.846365213,56.0663947243,8.38869314267,58.9353102997
1477388651.930682421,56.0663965976,8.38869376485,58.934548363
1477388651.946053267,56.0663970625,8.38869449932,58.9314763766
1477388652.003790617,56.066398332,8.38869513051,58.9312662906
1477388652.048918247,56.0663993232,8.38869563386,58.9317279349
1477388652.082846403,56.0664000762,8.38869596101,58.9319872885
1477388652.146847010,56.0664014758,8.38869587833,58.9311951262
1477388652.181304455,56.0664024253,8.38869627098,58.9271387214
1477388652.202306271,56.0664028942,8.38869647112,58.9268956528
1477388652.247040987,56.0664038927,8.38869690309,58.9264341795
1477388652.302933693,56.0664044453,8.38869689802,58.9293683063
1477388652.348243952,56.0664057073,8.38869759054,58.9250679221
1477388652.380691767,56.0664064189,8.38869788492,58.9257748756
1477388652.436892748,56.0664076519,8.3886983931,58.9270044057
1477388652.450172901,56.0664064912,8.38869791848,58.9379800939
1477388652.480122566,56.0664071009,8.3886981565,58.9392635707
1477388652.547564983,56.0664084682,8.38869872235,58.9431144639
1477388652.581344843,56.0664091495,8.38869902411,58.9453199412
1477388652.603975058,56.0664111411,8.38869972755,58.9241499599
1477388652.648045063,56.0664121009,8.38870016472,58.9259122667
1477388652.679931402,56.066412798,8.38870046363,58.9267992676
1477388652.747573376,56.0664140686,8.3887004414,58.9253513006
1477388652.774340391,56.0664146509,8.38870064641,58.9253801715
1477388652.774340391,56.0664146509,8.38870064641,58.9253801715
1477388652.870430470,56.0664167093,8.38870181348,58.9206917559
1477388652.906866074,56.0664174911,8.38870218217,58.920879139
1477388652.949711561,56.0664181788,8.38870215205,58.9184675546
1477388653.004970312,56.0664193636,8.38870257298,58.9186199842
1477388653.050441027,56.0664203355,8.38870294255,58.9191097662
1477388653.102748632,56.0664217636,8.38870375453,58.9116349826
1477388653.149734497,56.0664225637,8.38870427876,58.9098098089
1477388653.208758354,56.0664238324,8.38870477267,58.9112947457
1477388653.249433517,56.0664248396,8.38870487422,58.9072652935
1477388653.281293392,56.0664255293,8.38870512816,58.9085757973
1477388653.338049650,56.066426866,8.38870589948,58.9036191185
1477388653.437953234,56.0664290371,8.38870676415,58.9024683519
1477388653.449934959,56.0664292983,8.38870686132,58.9020805957
1477388653.480933189,56.0664295089,8.38870731982,58.8992178949
1477388653.550466537,56.0664309883,8.38870790447,58.8968809759
1477388653.581361771,56.0664320508,8.3887084782,58.8903980161
1477388653.681186199,56.0664340863,8.38870939095,58.883603838
1477388653.750276089,56.0664355497,8.38870958537,58.881521119
1477388653.837979078,56.066437573,8.38871043795,58.8798760374
1477388653.850258589,56.0664378382,8.38871055007,58.8804455618
1477388653.872577190,56.0664383201,8.38871075385,58.8815294425
1477388653.931407213,56.0664395904,8.38871129295,58.8839881776
1477388653.968483686,56.0664393369,8.38871153665,58.8939723015
1477388654.004846334,56.0664400843,8.38871183491,58.8956285216
1477388654.049657822,56.0664410048,8.38871220166,58.8976705875
1477388654.081454039,56.0664416563,8.38871246992,58.8991162573
1477388654.111095428,56.0664422603,8.38871274307,58.9000734801
1477388654.131248236,56.0664426704,8.38871293139,58.9004903032
1477388654.211295128,56.0664455189,8.388713821,58.880240976
1477388654.237407446,56.0664460839,8.38871405594,58.8790546366
1477388654.282200813,56.0664470553,8.38871444122,58.8766493125
1477388654.331664562,56.0664481271,8.38871487459,58.8745738943
1477388654.382404327,56.0664492912,8.38871505261,58.868988476
1477388654.408899069,56.0664498661,8.38871528682,58.8694361498
1477388654.438909531,56.0664505159,8.38871556183,58.8706026708
1477388654.481171131,56.066451429,8.3887159638,58.8728260263
1477388654.531875134,56.0664526801,8.38871645195,58.8667427738
1477388654.536364079,56.0664527783,8.38871649145,58.8669075533
1477388654.573255301,56.0664535854,8.38871681594,58.8683119622
1477388654.637323141,56.0664549864,8.38871738995,58.8690394571
1477388654.683586121,56.0664556065,8.38871810968,58.865503813
1477388654.752250195,56.066457168,8.38871909651,58.8585452906
1477388654.782738686,56.0664578259,8.38871938547,58.858070868
1477388654.808913708,56.0664581741,8.38871931908,58.8552656447
1477388654.881367922,56.0664598532,8.38872020581,58.8475864463
1477388654.931071281,56.0664609146,8.38872071138,58.8446453266
1477388654.981387854,56.0664621931,8.38872058737,58.8405066218
1477388655.003500938,56.066462698,8.38872097202,58.8376848632
1477388655.071053505,56.0664641682,8.38872154985,58.8357559101
1477388655.081072330,56.0664643478,8.38872228445,58.8341065119
1477388655.182356358,56.0664666274,8.38872289576,58.8327617148
1477388655.203199148,56.0664670821,8.38872308111,58.8328114061
1477388655.282585144,56.0664688141,8.38872378758,58.8328066022
1477388655.339732647,56.0664700598,8.38872430686,58.8324653073
1477388655.354784012,56.0664703858,8.38872445876,58.8321603753
1477388655.409324169,56.0664717937,8.38872476445,58.826780075
1477388655.469814062,56.0664727939,8.38872530882,58.8249707674
1477388655.511130333,56.0664736912,8.38872565987,58.8232940184
1477388655.600101233,56.0664758017,8.38872623328,58.8162131454
1477388655.635396719,56.0664766008,8.38872688689,58.8130149204
1477388655.637041092,56.0664766369,8.38872690139,58.8129564788
1477388655.681408644,56.0664776091,8.38872729884,58.8108975822
1477388655.755160570,56.0664792217,8.38872799085,58.8085990184
1477388655.807214499,56.0664797881,8.38872847839,58.8107845852
1477388655.855053902,56.066481408,8.38872884802,58.8044319426
1477388655.909748554,56.0664826096,8.38872934234,58.8029547669
1477388655.954840183,56.0664837064,8.3887301886,58.7996476
1477388655.954840183,56.0664837064,8.3887301886,58.7996476
1477388656.037857056,56.0664855359,8.3887310176,58.7957811787
1477388656.081976175,56.0664865128,8.38873142747,58.7931647019
1477388656.131598949,56.0664876122,8.38873188742,58.7902429137
1477388656.136326551,56.0664877165,8.38873193489,58.7900051886
1477388656.207072973,56.0664889307,8.38873243018,58.7901785191
1477388656.238393068,56.0664896097,8.38873274478,58.7893124042
1477388656.281080961,56.066490248,8.38873304687,58.7909322001
1477388656.338637114,56.0664917505,8.38873356446,58.787841282
1477388656.381076097,56.0664926713,8.38873397279,58.7865103553
1477388656.406158447,56.0664931648,8.38873410109,58.7866283715
1477388656.438734531,56.0664938691,8.38873441536,58.7858460871
1477388656.503763676,56.066495369,8.38873512277,58.7833086988
1477388656.537966490,56.0664961133,8.38873544749,58.7825014961
1477388656.580321312,56.0664970362,8.38873584145,58.7813822587
1477388656.612271786,56.066497733,8.38873613428,58.7804872833
1477388656.642862320,56.0664981796,8.38873620527,58.7812905829
1477388656.707296848,56.0664995708,8.38873676686,58.7781741101
1477388656.738030195,56.0665002322,8.38873705108,58.776611961
1477388656.738030195,56.0665003485,8.3887372718,58.775729295
1477388656.838295937,56.0665026095,8.38873815007,58.7715129727
1477388656.857681274,56.0665030334,8.38873831525,58.7707825506
1477388656.881217241,56.0665035472,8.38873852343,58.7698496628
1477388656.881217241,56.0665035472,8.38873852343,58.7698496628
1477388656.935366869,56.0665050004,8.38873914514,58.7661952304
1477388656.981518507,56.0665060128,8.38873962707,58.7641146205
1477388657.005207539,56.066506361,8.38873989452,58.7655495454
1477388657.048333645,56.0665073073,8.38874028944,58.7656638117
1477388657.071215153,56.0665078117,8.38874048009,58.7658943568
1477388657.134618044,56.0665093093,8.38874135441,58.7659632386
1477388657.139533043,56.0665094162,8.38874141159,58.7660775985
1477388657.182327986,56.0665103456,8.38874191538,58.7668319224
1477388657.203027010,56.0665107943,8.38874216491,58.7668668134
1477388657.241254091,56.0665114734,8.38874175299,58.7683320451
1477388657.275171995,56.066512219,8.38874201645,58.7670776308
1477388657.310655594,56.0665132418,8.38874244755,58.7622585802
1477388657.373130798,56.0665148065,8.38874332452,58.7554644502
1477388657.459412813,56.0665167254,8.38874419653,58.7488541307
1477388657.470732450,56.0665169787,8.38874430028,58.748000637
1477388657.527516603,56.0665182613,8.38874472196,58.7429773695
1477388657.613375187,56.0665197594,8.38874560555,58.7398573233
1477388657.637821674,56.0665197907,8.38874520855,58.7439266028
1477388657.674221992,56.0665208583,8.38874588555,58.7420970869
1477388657.709295750,56.0665216244,8.38874617231,58.7422938904
1477388657.738475800,56.0665224797,8.38874653687,58.7407196016
1477388657.779993296,56.0665233892,8.38874694005,58.7415520334
1477388657.807161331,56.0665239782,8.38874724655,58.7425424561
1477388657.872304678,56.0665253997,8.3887479215,58.7449142031
1477388657.938089609,56.0665265106,8.38874764545,58.7492895543
1477388657.982552052,56.066527473,8.38874800348,58.7473090162
1477388658.004827976,56.0665279505,8.38874821802,58.7459623143
1477388658.062244892,56.0665291801,8.38874877637,58.7417714642
1477388658.107002258,56.06652984,8.38874930864,58.7381532362
1477388658.139525890,56.0665305814,8.3887500465,58.7346554887
1477388658.182675362,56.0665315057,8.38875039738,58.7314156771
1477388658.215969801,56.066532211,8.3887507268,58.72948262
1477388658.238823891,56.0665326938,8.38875096212,58.7284617137
1477388658.281533480,56.0665334924,8.38875108885,58.7286725355
1477388658.307646036,56.0665340431,8.38875133361,58.7283414706
1477388658.336503267,56.066534652,8.3887516,58.7282057023
1477388658.336503267,56.066534652,8.3887516,58.7282057023
1477388658.383019686,56.0665356319,8.38875203833,58.7286177788
1477388658.440907240,56.0665368433,8.38875263385,58.7299860838
1477388658.478597641,56.0665375213,8.38875301592,58.7313278588
1477388658.536534548,56.0665387749,8.38875348507,58.7303123244
1477388658.571653128,56.066539511,8.38875380964,58.7304687641
1477388658.638685226,56.0665411861,8.38875436949,58.7262879158
1477388658.670633793,56.0665418604,8.38875469187,58.7257759867
1477388658.697797298,56.0665424338,8.38875496499,58.7252552948
1477388658.737601995,56.066543249,8.3887548511,58.723831187
1477388658.771309853,56.0665439632,8.38875514161,58.7229232548
1477388658.816588163,56.066544891,8.38875556446,58.719882625
1477388658.863723993,56.066545886,8.38875598306,58.7180905522
1477388658.873127699,56.0665460842,8.38875606788,58.7177320917
1477388658.899287939,56.0665467798,8.38875651238,58.7145413776
1477388658.963882923,56.0665481505,8.38875711672,58.7115525138
1477388658.981708765,56.0665476424,8.38875698409,58.7152715417
1477388658.981708765,56.0665476424,8.38875698409,58.7152715417
1477388659.069227457,56.0665495903,8.38875841508,58.708963067
1477388659.105650902,56.0665507745,8.38875898343,58.7048128298
1477388659.165216446,56.0665520126,8.38875960774,58.7032696421
1477388659.208446503,56.0665529148,8.38876003341,58.7018023127
1477388659.281930208,56.0665544335,8.38876084402,58.6972866445
1477388659.337764978,56.0665551602,8.38876171808,58.6972824772
1477388659.370932341,56.0665557349,8.38876164881,58.69748323
1477388659.437952995,56.0665570961,8.38876224875,58.695708279
1477388659.471741915,56.0665577608,8.3887628767,58.695311191
1477388659.520581961,56.0665587279,8.38876347341,58.6937016828
1477388659.532049179,56.066559262,8.38876294,58.6925456487
1477388659.600359678,56.0665606461,8.38876366608,58.6889842141
1477388659.605391502,56.0665601249,8.38876313814,58.694270859
1477388659.638518572,56.0665607767,8.38876343631,58.6924491
1477388659.681626320,56.0665616208,8.38876384581,58.6901988164
1477388659.740873814,56.0665627672,8.38876448039,58.6867177033
1477388659.783159971,56.0665635783,8.38876496417,58.6834514079
1477388659.814006805,56.0665641705,8.3887653085,58.6802084674
1477388659.838414669,56.0665640357,8.38876482946,58.6824245593
1477388659.881586790,56.0665648417,8.38876523652,58.6784054709
1477388659.903008938,56.0665650379,8.38876559641,58.6785469345
1477388659.965988398,56.0665661694,8.38876634209,58.6751554842
1477388659.966995478,56.0665661874,8.38876635474,58.6751392083
1477388660.006001472,56.0665664772,8.38876616744,58.6800157055
1477388660.047831059,56.0665671939,8.3887666892,58.6806357838
1477388660.095415115,56.066567794,8.38876642842,58.6871406447
1477388660.124243259,56.0665682894,8.38876670108,58.687911188
1477388660.137317896,56.066568539,8.38876717958,58.6862349647
1477388660.185203791,56.0665693428,8.3887677388,58.687063653
1477388660.216612816,56.0665695776,8.38876791117,58.6910759094
1477388660.239762545,56.0665697685,8.38876782375,58.6933020794
1477388660.273644447,56.0665703026,8.38876824739,58.693761277
1477388660.285485029,56.0665704907,8.38876838794,58.693886457
1477388660.381486416,56.066571424,8.38876810382,58.700839712
1477388660.387746096,56.0665715169,8.38876817433,58.7008698688
1477388660.444300175,56.0665719835,8.38876828175,58.7012050772
1477388660.481643915,56.0665724899,8.3887685483,58.6983593038
1477388660.509676695,56.0665728805,8.38876886858,58.69817307
1477388660.544638634,56.0665733662,8.38876926394,58.6977618199
1477388660.581055880,56.0665736038,8.38876874193,58.6976120839
1477388660.595404387,56.0665737957,8.38876889392,58.6977014267
1477388660.670412064,56.0665747881,8.38876969915,58.698763836
1477388660.698170900,56.0665749333,8.38876933487,58.6988681959
1477388660.769572973,56.0665758262,8.38877011495,58.7004383977
1477388660.808396578,56.0665760266,8.38876983706,58.7008844834
1477388660.881280899,56.0665767585,8.38877008641,58.6994679327
1477388660.897409916,56.0665769429,8.38877025386,58.6995877677
1477388660.981122255,56.0665778,8.38877099795,58.6963417041
1477388661.003339767,56.0665779776,8.38877082209,58.6933076024
1477388661.047728777,56.0665784563,8.3887712719,58.6929965871
1477388661.081223965,56.0665788134,8.38877161256,58.6925382498
1477388661.114561796,56.0665791644,8.38877195575,58.6919684731
1477388661.131576777,56.0665793406,8.38877213671,58.6916634318
1477388661.198342800,56.0665800233,8.38877284813,58.6906494257
1477388661.198342800,56.0665800233,8.38877284812,58.690676143
1477388661.281637430,56.0665808609,8.38877372483,58.6909354867
1477388661.281637430,56.0665808609,8.38877372483,58.6909354867
1477388661.336984634,56.066580763,8.38877342188,58.6908013043
1477388661.381149769,56.0665819238,8.3887742887,58.6790835349
1477388661.439451694,56.0665824879,8.38877490018,58.6794131104
1477388661.481156588,56.0665828977,8.38877506245,58.6778756132
1477388661.503463268,56.0665831133,8.38877527669,58.6777641302
1477388661.536483526,56.0665835834,8.38877649222,58.6735213737
1477388661.581571579,56.0665840089,8.38877699991,58.6729759405
1477388661.605654955,56.0665842311,8.38877727869,58.6726931478
1477388661.671557426,56.0665846095,8.38877744345,58.6731036359
1477388661.681559801,56.0665847025,8.38877753903,58.6728333856
